Year;Overall;Team;Player;Nat.;Pos;Age;To;Amateur Team;GP;G;A;PTS;+/-;PIM;GP;W;L;T/O;SV%;GAA
2015;116;St. Louis Blues;Glenn Gawdin\gawdigl01;CA;C;18;;Swift Current (WHL);;;;;;;;;;;;
2015;117;Edmonton Oilers;Caleb Jones\jonesca01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2015;118;Tampa Bay Lightning;Jonne Tammela\tammejo01;FI;RW;18;;Kalpa (Finland);;;;;;;;;;;;
2015;119;New York Rangers;Daniel Bernhardt\bernhda01;SE;RW;19;;Djurgarden Jr. (Sweden-Jr.);;;;;;;;;;;;
2015;120;Tampa Bay Lightning;Mathieu Joseph\josepma01;CA;RW;18;2019;Saint John (QMJHL);8;0;1;1;-2;2;;;;;;
2015;121;Chicago Blackhawks;Ryan Shea\sheary01;US;D;18;;Boston College H.S. (High-MA);;;;;;;;;;;;
2015;122;Buffalo Sabres;Devante Stephens\stephde01;CA;D;18;;Kelowna (WHL);;;;;;;;;;;;
2015;123;Arizona Coyotes;Conor Garland\garlaco01;US;RW;19;;Moncton (QMJHL);;;;;;;;;;;;
2015;124;Edmonton Oilers;Ethan Bear\bearet01;CA;D;18;2018;Seattle (WHL);18;1;3;4;-11;10;;;;;;
2015;125;Toronto Maple Leafs;Dmytro Timashov\timasdm01;UA;LW;18;;Quebec (QMJHL);;;;;;;;;;;;
2015;126;Carolina Hurricanes;Luke Stevens\stevelu01;US;LW;18;;Noble & Greenough (High-MA);;;;;;;;;;;;
2015;127;St. Louis Blues;Niko Mikkola\mikkoni01;FI;D;19;;Kalpa Jr. (Finland-Jr.);;;;;;;;;;;;
2015;128;Philadelphia Flyers;David Kase\kaseda01;CZ;RW;18;;Chomutov (Czech-2);;;;;;;;;;;;
2015;129;Columbus Blue Jackets;Sam Ruopp\ruoppsa01;CA;D;19;;Prince George (WHL);;;;;;;;;;;;
2015;130;San Jose Sharks;Karlis Cukste\cukstka01;LV;D;18;;Riga 2 (Russia-Jr.);;;;;;;;;;;;
2015;131;Montreal Canadiens;Matthew Bradley\bradlma02;CA;C;18;;Medicine Hat (WHL);;;;;;;;;;;;
2015;132;Florida Panthers;Karch Bachman\bachmka01;US;LW;18;;Culver Academy (High-IN);;;;;;;;;;;;
2015;133;Dallas Stars;Joseph Cecconi\ceccojo01;US;D;18;;Muskegon (USHL);;;;;;;;;;;;
2015;134;Los Angeles Kings;Matt Schmalz\schmama01;CA;RW;19;;Sudbury (OHL);;;;;;;;;;;;
2015;135;Minnesota Wild;Kirill Kaprizov\kapriki01;RU;LW;18;;Novokuznetsk (Russia);;;;;;;;;;;;
2015;136;Calgary Flames;Pavel Karnaukhov\karnapa01;BY;LW;18;;Calgary (WHL);;;;;;;;;;;;
2015;137;Pittsburgh Penguins;Dominik Simon\simondo01;CZ;C;21;2019;Plzen (Czech);46;5;14;19;3;22;;;;;;
2015;138;Carolina Hurricanes;Spencer Smallman\smallsp01;CA;RW;19;;Saint John (QMJHL);;;;;;;;;;;;
2015;139;Ottawa Senators;Christian Jaros\jarosch01;SK;D;19;2019;Lulea Jr. (Sweden-Jr.);6;0;1;1;1;2;;;;;;
2015;140;Detroit Red Wings;Chase Pearson\pearsch01;CA;C;18;;Youngstown (USHL);;;;;;;;;;;;
2015;141;Columbus Blue Jackets;Veeti Vainio\vainive01;FI;D;18;;Blues Jr. (Finland-Jr.);;;;;;;;;;;;
2015;142;San Jose Sharks;Rudolfs Balcers\balceru01;LV;LW;18;;Stavanger (Norway);;;;;;;;;;;;
2015;143;Washington Capitals;Connor Hobbs\hobbsco01;CA;D;18;;Regina (WHL);;;;;;;;;;;;
2015;144;Vancouver Canucks;Carl Neill\neillca01;CA;D;19;;Sherbrooke (QMJHL);;;;;;;;;;;;
2015;145;Nashville Predators;Karel Vejmelka\vejmeka01;CZ;G;19;;Pardubice Jr. (Czech-Jr.);;;;;;;;;;;;
2015;146;St. Louis Blues;Luke Opilka\opilklu01;US;G;18;;USA U-18 (USHL);;;;;;;;;;;;
2015;147;New York Islanders;Ryan Pilon\pilonry01;CA;D;18;;Brandon (WHL);;;;;;;;;;;;
2015;148;Anaheim Ducks;Troy Terry\terrytr01;US;C/RW;18;2019;USA U-18 (USHL);8;0;0;0;-1;0;;;;;;
2015;149;Vancouver Canucks;Adam Gaudette\gaudead01;US;C;18;2019;Cedar Rapids (USHL);11;0;1;1;3;0;;;;;;
2015;150;Tampa Bay Lightning;Ryan Zuhlsdorf\zuhlsry01;US;D;18;;Sioux City (USHL);;;;;;;;;;;;
2015;151;Chicago Blackhawks;Radovan Bondra\bondrra01;SK;RW;18;;Kosice (Slovakia);;;;;;;;;;;;
2015;152;Buffalo Sabres;Giorgio Estephan\estepgi01;CA;C;18;;Lethbridge (WHL);;;;;;;;;;;;
2015;153;Tampa Bay Lightning;Kristian Oldham\oldhakr01;US;G;18;;Omaha (USHL);;;;;;;;;;;;
2015;154;Edmonton Oilers;John Marino\marinjo01;US;D;18;;South Shore (USPHL);;;;;;;;;;;;
2015;155;Toronto Maple Leafs;Stephen Desrocher\desrost01;CA;D;19;;Oshawa (OHL);;;;;;;;;;;;
2015;156;Carolina Hurricanes;Jake Massie\massija01;CA;D;18;;Kimball Union (High-NH);;;;;;;;;;;;
2015;157;New Jersey Devils;Brett Seney\seneybr01;CA;LW;19;;Merrimack (H-East);;;;;;;;;;;;
2015;158;Philadelphia Flyers;Cooper Marody\marodco01;US;C;18;2019;Sioux Falls (USHL);2;0;0;0;0;0;;;;;;
2015;159;Columbus Blue Jackets;Vladislav Gavrikov\gavrivl01;RU;D;19;;Yaroslavl (Russia);;;;;;;;;;;;
2015;160;San Jose Sharks;Adam Parsells\parsead01;US;D;18;;Wausau West (High-WI);;;;;;;;;;;;
2015;161;Colorado Avalanche;Sergei Boikov\boikose01;RU;D;19;;Drummondville (QMJHL);;;;;;;;;;;;
2015;162;Florida Panthers;Christopher Wilkie\wilkich01;US;RW;19;;Tri-City (USHL);;;;;;;;;;;;
2015;163;Dallas Stars;Markus Ruusu\ruusuma01;FI;G;18;;JYP Jr. (Finland-Jr.);;;;;;;;;;;;
2015;164;Chicago Blackhawks;Roy Radke\radkero01;US;RW;18;;Barrie (OHL);;;;;;;;;;;;
2015;165;Boston Bruins;Cameron Hughes\hugheca01;CA;C;18;;Wisconsin (Big Ten);;;;;;;;;;;;
2015;166;Calgary Flames;Andrew Mangiapane\mangian01;CA;LW;19;2018;Barrie (OHL);10;0;0;0;-3;2;;;;;;
2015;167;Pittsburgh Penguins;Frederik Tiffels\tiffefr01;DE;LW;20;;Western Michigan (NCHC);;;;;;;;;;;;
2015;168;Winnipeg Jets;Mason Appleton\applema01;US;C;19;;Tri-City (USHL);;;;;;;;;;;;
2015;169;Carolina Hurricanes;David Cotton\cottoda01;US;C;18;;Cushing Academy (High-MA);;;;;;;;;;;;
2015;170;Detroit Red Wings;Patrick Holway\holwapa01;US;D;18;;Boston Advantage U18 (USMAAA);;;;;;;;;;;;
2015;171;Minnesota Wild;Nicholas Boka\bokani01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2015;172;New York Islanders;Andong Song\songan01;CN;D;18;;Lawrenceville (Mid-Atlantic);;;;;;;;;;;;
2015;173;Washington Capitals;Colby Williams\willico01;CA;D;20;;Regina (WHL);;;;;;;;;;;;
2015;174;Vancouver Canucks;Lukas Jasek\jaseklu01;CZ;RW;18;;Trinec (Czech);;;;;;;;;;;;
2015;175;Nashville Predators;Tyler Moy\moyty01;US;C;20;;Harvard (ECAC);;;;;;;;;;;;
2015;176;St. Louis Blues;Liam Dunda\dundali01;US;LW;18;;Owen Sound (OHL);;;;;;;;;;;;
2015;177;Montreal Canadiens;Simon Bourque\bourqsi01;CA;D;18;;Rimouski (QMJHL);;;;;;;;;;;;
2015;178;Anaheim Ducks;Steven Ruggiero\ruggist01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2015;179;Anaheim Ducks;Garrett Metcalf\metcaga01;US;G;19;;Madison (USHL);;;;;;;;;;;;
2015;180;Tampa Bay Lightning;Bokondji Imama\imamabo01;CA;LW;19;;Saint John (QMJHL);;;;;;;;;;;;
2015;181;Chicago Blackhawks;Joni Tuulola\tuulojo01;FI;D;19;;HPK (Finland);;;;;;;;;;;;
2015;182;Buffalo Sabres;Ivan Chukarov\chukaiv01;US;D;20;;Minnesota Wilderness (NAHL);;;;;;;;;;;;
2015;183;Arizona Coyotes;Erik Kallgren\kallger01;SE;G;18;;Linkoping Jr. (Sweden-Jr.);;;;;;;;;;;;
2015;184;New York Rangers;Adam Huska\huskaad01;SK;G;18;;Green Bay (USHL);;;;;;;;;;;;
2015;185;Toronto Maple Leafs;Nikita Korostelev\korosni01;RU;RW;18;;Sarnia (OHL);;;;;;;;;;;;
2015;186;Carolina Hurricanes;Steven Lorentz\lorenst01;CA;C/LW;19;;Peterborough (OHL);;;;;;;;;;;;
2015;187;Los Angeles Kings;Chaz Reddekopp\reddech01;CA;D;18;;Victoria (WHL);;;;;;;;;;;;
2015;188;Philadelphia Flyers;Ivan Fedotov\fedotiv01;RU;G;18;;Nizhnekamsk 2 (Russia-Jr.);;;;;;;;;;;;
2015;189;Columbus Blue Jackets;Markus Nutivaara\nutivma01;FI;D;21;2019;Karpat (Finland);136;9;26;35;20;20;;;;;;
2015;190;San Jose Sharks;Marcus Vela\velama01;CA;C;18;;Langley (BCHL);;;;;;;;;;;;
2015;191;Colorado Avalanche;Gustav Olhaver\olhavgu01;SE;C;18;;Rogle Jr. (Sweden-Jr.);;;;;;;;;;;;
2015;192;Florida Panthers;Patrick Shea\sheapa02;US;C;18;;Kimball Union (High-NH);;;;;;;;;;;;
2015;193;San Jose Sharks;John Kupsky\kupskjo01;US;G;19;;Lone Star (NAHL);;;;;;;;;;;;
2015;194;Los Angeles Kings;Matt Roy\royma04;CA;LW;20;;Michigan Tech (WCHA);;;;;;;;;;;;
2015;195;Boston Bruins;Jack Becker\beckeja01;US;C;18;;Mahtomedi (High-MN);;;;;;;;;;;;
2015;196;Calgary Flames;Riley Bruce\bruceri01;CA;D;18;;North Bay (OHL);;;;;;;;;;;;
2015;197;Pittsburgh Penguins;Nikita Pavlychev\pavlyni01;RU;C;18;;Des Moines (USHL);;;;;;;;;;;;
2015;198;Winnipeg Jets;Sami Niku\nikusa01;FI;D;18;2018;JYP 2 (Finland-2);1;1;0;1;0;0;;;;;;
2015;199;Ottawa Senators;Joel Daccord\daccojo01;US;G;19;;Cushing Academy (High-MA);;;;;;;;;;;;
2015;200;Detroit Red Wings;Adam Marsh\marshad01;US;LW;18;;Saint John (QMJHL);;;;;;;;;;;;
2015;201;Minnesota Wild;Gustav Bouramman\bouragu01;SE;D;18;;Sault Ste. Marie (OHL);;;;;;;;;;;;
2015;202;New York Islanders;Petter Hansson\hansspe01;SE;D;19;;Linkoping Jr. (Sweden-Jr.);;;;;;;;;;;;
2015;203;Winnipeg Jets;Matteo Gennaro\gennama01;CA;C;18;;Prince Albert (WHL);;;;;;;;;;;;
2015;204;Minnesota Wild;Jack Sadek\sadekja01;US;D;18;;Lakeville North (High-MN);;;;;;;;;;;;
2015;205;Nashville Predators;Evan Smith\smithev01;US;G;18;;Austin (NAHL);;;;;;;;;;;;
2015;206;Florida Panthers;Ryan Bednard\bednary01;US;G;18;;Johnstown (NAHL);;;;;;;;;;;;
2015;207;Montreal Canadiens;Jeremiah Addison\addisje01;CA;LW;18;;Ottawa (OHL);;;;;;;;;;;;
2015;208;Edmonton Oilers;Miroslav Svoboda\svobomi01;CZ;G;20;;Trinec Jr. (Czech-Jr.);;;;;;;;;;;;
2015;209;Edmonton Oilers;Ziyat Paigin\paigizi01;RU;D;20;;Kazan (Russia);;;;;;;;;;;;
2015;210;Vancouver Canucks;Tate Olson\olsonta01;CA;D;18;;Prince George (WHL);;;;;;;;;;;;
2015;211;Chicago Blackhawks;John Dahlstrom\dahlsjo01;SE;RW;18;;Frolunda Jr. (Sweden-Jr.);;;;;;;;;;;;
2014;1;Florida Panthers;Aaron Ekblad\ekblaaa01;CA;D;18;2019;BARRIE (OHL);317;53;83;136;16;204;;;;;;
2014;2;Buffalo Sabres;Sam Reinhart\reinhsa01;CA;C;18;2019;KOOTENAY (WHL);259;66;80;146;-48;46;;;;;;
2014;3;Edmonton Oilers;Leon Draisaitl\draisle01;DE;C;18;2019;PRINCE ALBERT (WHL);277;79;136;215;-24;74;;;;;;
2014;4;Calgary Flames;Samuel Bennett\bennesa01;CA;C;18;2019;KINGSTON (OHL);251;44;48;92;-45;179;;;;;;
2014;5;New York Islanders;Michael Dal Colle\dalcomi01;CA;LW;18;2018;OSHAWA (OHL);4;0;0;0;0;0;;;;;;
2014;6;Vancouver Canucks;Jake Virtanen\virtaja01;CA;RW;18;2019;CALGARY (WHL);151;19;19;38;-15;103;;;;;;
2014;7;Carolina Hurricanes;Haydn Fleury\fleurha01;CA;D;18;2019;RED DEER (WHL);68;0;8;8;0;14;;;;;;
2014;8;Toronto Maple Leafs;William Nylander\nylanwi01;CA;C/RW;18;2018;MODO (Sweden);185;48;87;135;18;46;;;;;;
2014;9;Winnipeg Jets;Nikolaj Ehlers\ehlerni01;DK;LW;18;2019;HALIFAX (QMJHL);246;70;96;166;12;92;;;;;;
2014;10;Anaheim Ducks;Nicholas Ritchie\ritchni01;CA;LW;18;2019;PETERBOROUGH (OHL);188;26;34;60;6;173;;;;;;
2014;11;Nashville Predators;Kevin Fiala\fialake01;CH;LW;18;2019;HV 71 JR. (Sweden-Jr.);150;36;32;68;17;50;;;;;;
2014;12;Arizona Coyotes;Brendan Perlini\perlibr01;GB;LW;18;2019;NIAGARA (OHL);140;32;21;53;-6;50;;;;;;
2014;13;Washington Capitals;Jakub Vrana\vranaja01;CZ;L/RW;18;2019;LINKOPING (Sweden);103;18;19;37;9;26;;;;;;
2014;14;Dallas Stars;Julius Honka\honkaju01;FI;D;18;2019;SWIFT CURRENT (WHL);64;2;8;10;-5;24;;;;;;
2014;15;Detroit Red Wings;Dylan Larkin\larkidy01;US;C;18;2019;USA U-18 (USHL);251;60;87;147;-33;140;;;;;;
2014;16;Columbus Blue Jackets;Sonny Milano\milanso01;US;LW;18;2019;USA U-18 (USHL);70;15;9;24;-10;10;;;;;;
2014;17;Philadelphia Flyers;Travis Sanheim\sanhetr01;CA;D;18;2019;CALGARY (WHL);59;2;13;15;-5;24;;;;;;
2014;18;Minnesota Wild;Alex Tuch\tuchal01;US;RW;18;2019;USA U-18 (USHL);85;15;22;37;0;27;;;;;;
2014;19;Tampa Bay Lightning;Anthony Deangelo\deangan01;US;D;18;2019;SARNIA (OHL);73;5;19;24;-30;54;;;;;;
2014;20;Chicago Blackhawks;Nick Schmaltz\schmani01;US;C;18;2019;GREEN BAY (USHL);149;28;59;87;10;30;;;;;;
2014;21;St. Louis Blues;Robert Fabbri\fabbrro01;CA;C;18;2017;GUELPH (OHL);123;29;37;66;-18;52;;;;;;
2014;22;Pittsburgh Penguins;Kasperi Kapanen\kapanka01;FI;RW;18;2019;KALPA (Finland);65;13;6;19;-1;8;;;;;;
2014;23;Colorado Avalanche;Conner Bleackley\bleacco01;CA;C;18;;RED DEER (WHL);;;;;;;;;;;;
2014;24;Vancouver Canucks;Jared McCann\mccanja01;CA;C;18;2019;SAULT STE. MARIE (OHL);174;20;36;56;2;66;;;;;;
2014;25;Boston Bruins;David Pastrnak\pastrda01;CZ;RW;18;2019;SODERTALJE (Sweden-2);264;104;114;218;44;101;;;;;;
2014;26;Montreal Canadiens;Nikita Scherbak\scherni01;RU;RW;18;2018;SASKATOON (WHL);29;5;2;7;-4;8;;;;;;
2014;27;San Jose Sharks;Nikolay Goldobin\goldoni01;RU;RW;18;2019;SARNIA (OHL);72;13;9;22;-15;12;;;;;;
2014;28;New York Islanders;Joshua Ho-Sang\hosanjo01;CA;C/RW;18;2018;WINDSOR (OHL);43;6;16;22;-6;14;;;;;;
2014;29;Los Angeles Kings;Adrian Kempe\kempead01;SE;LW;18;2019;MODO (Sweden);116;19;25;44;6;71;;;;;;
2014;30;New Jersey Devils;John Quenneville\quennjo02;CA;C;18;2019;BRANDON (WHL);19;1;3;4;0;2;;;;;;
2014;31;Buffalo Sabres;Brendan Lemieux\lemiebr01;US;LW;18;2019;BARRIE (OHL);14;1;0;1;2;31;;;;;;
2014;32;Florida Panthers;Jayce Hawryluk\hawryja01;CA;C;18;;BRANDON (WHL);;;;;;;;;;;;
2014;33;St. Louis Blues;Ivan Barbashev\barbaiv01;RU;C/LW;18;2019;MONCTON (QMJHL);92;13;15;28;2;6;;;;;;
2014;34;Calgary Flames;Mason McDonald\mcdonma01;CA;G;18;;CHARLOTTETOWN (QMJHL);;;;;;;;;;;;
2014;35;Tampa Bay Lightning;Dominik Masin\masindo01;CZ;D;18;;SLAVIA JR. (Czech);;;;;;;;;;;;
2014;36;Vancouver Canucks;Thatcher Demko\demkoth01;US;G;18;2018;BOSTON COLLEGE (H-East);1;0;0;0;0;0;1;1;0;0;0,867;3,91
2014;37;Carolina Hurricanes;Alex Nedeljkovic\nedelal01;US;G;18;2017;PLYMOUTH (OHL);1;0;0;0;0;2;1;0;0;0;1;0
2014;38;Anaheim Ducks;Marcus Pettersson\pettema01;SE;D;18;2019;SKELLEFTEA JR. (Sweden-Jr.);33;1;4;5;5;15;;;;;;
2014;39;Washington Capitals;Vitek Vanecek\vanecvi01;CZ;G;18;;LIBEREC JR. (Czech);;;;;;;;;;;;
2014;40;Ottawa Senators;Andreas Englund\engluan01;SE;D;18;2018;DJURGARDEN (Sweden-2);6;0;0;0;-2;2;;;;;;
2014;41;New Jersey Devils;Joshua Jacobs\jacobjo01;US;D;18;;INDIANA (USHL);;;;;;;;;;;;
2014;42;Nashville Predators;Vladislav Kamenev\kamenvl01;RU;LW;18;2019;MAGNITOGORSK 2 (Russia-Jr.);10;0;0;0;-2;4;;;;;;
2014;43;Arizona Coyotes;Ryan MacInnis\macinry01;US;C;18;;KITCHENER (OHL);;;;;;;;;;;;
2014;44;Buffalo Sabres;Eric Cornel\corneer01;CA;C;18;;PETERBOROUGH (OHL);;;;;;;;;;;;
2014;45;Dallas Stars;Brett Pollock\pollobr01;CA;LW;18;;EDMONTON (WHL);;;;;;;;;;;;
2014;46;San Jose Sharks;Julius Bergman\bergmju01;SE;D;18;;FROLUNDA JR. (Sweden-Jr.);;;;;;;;;;;;
2014;47;Columbus Blue Jackets;Ryan Collins\colliry01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2014;48;Philadelphia Flyers;Nicolas Aube-Kubel\aubekni01;CA;RW;18;;VAL-D'OR (QMJHL);;;;;;;;;;;;
2014;49;Buffalo Sabres;Vaclav Karabacek\karabva01;CZ;RW;18;;GATINEAU (QMJHL);;;;;;;;;;;;
2014;50;Los Angeles Kings;Roland McKeown\mckeoro01;CA;D;18;2018;KINGSTON (OHL);10;0;3;3;3;19;;;;;;
2014;51;Nashville Predators;Jack Dougherty\doughja01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2014;52;St. Louis Blues;Maxim Letunov\letunma01;RU;C;18;;YOUNGSTOWN (USHL);;;;;;;;;;;;
2014;53;San Jose Sharks;Noah Rod\rodno01;CH;RW;18;;GENEVE JR. (SWISS-JR.);;;;;;;;;;;;
2014;54;Calgary Flames;Hunter Smith\smithhu01;CA;RW;19;;OSHAWA (OHL);;;;;;;;;;;;
2014;55;Anaheim Ducks;Brandon Montour\montobr01;CA;D;20;2019;WATERLOO (USHL);118;12;29;41;24;64;;;;;;
2014;56;Boston Bruins;Ryan Donato\donatry01;US;C;18;2019;Dexter School (High-MA);21;6;4;10;-1;4;;;;;;
2014;57;Tampa Bay Lightning;Johnathan McLeod\maclejo02;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2014;58;Arizona Coyotes;Christian Dvorak\dvorach01;US;LW;18;2018;LONDON (OHL);156;30;40;70;-12;44;;;;;;
2014;59;New York Rangers;Brandon Halverson\halvebr01;US;G;18;2018;SAULT STE. MARIE (OHL);1;0;0;0;0;0;1;0;0;0;0,833;4,78
2014;60;Los Angeles Kings;Alex Lintuniemi\lintual01;FI;D;18;;OTTAWA (OHL);;;;;;;;;;;;
2014;61;Buffalo Sabres;Jonas Johansson\johanjo03;SE;G;18;;BRYNAS JR. (Sweden-Jr.);;;;;;;;;;;;
2014;62;Nashville Predators;Justin Kirkland\kirklju01;CA;LW;18;;KELOWNA (WHL);;;;;;;;;;;;
2014;63;Detroit Red Wings;Dominic Turgeon\turgedo01;CA;C;18;2018;PORTLAND (WHL);5;0;0;0;-2;2;;;;;;
2014;64;Calgary Flames;Brandon Hickey\hickebr01;CA;D;18;;SPRUCE GROVE (AJHL);;;;;;;;;;;;
2014;65;Florida Panthers;Juho Lammikko\lammiju01;FI;RW;18;2019;ASSAT JR. (Finland-Jr.);7;0;0;0;-2;0;;;;;;
2014;66;Vancouver Canucks;Nikita Tryamkin\tryamni01;RU;D;20;2017;YEKATERINBURG (Russia);79;3;8;11;-10;74;;;;;;
2014;67;Carolina Hurricanes;Warren Foegele\foegewa01;CA;LW;18;2019;ST. ANDREWS (HIGH-ON);11;5;3;8;2;4;;;;;;
2014;68;Toronto Maple Leafs;Rinat Valiev\valieri01;RU;D;19;2018;KOOTENAY (WHL);12;0;0;0;0;2;;;;;;
2014;69;Winnipeg Jets;Jack Glover\gloveja01;US;D;18;;USA U-18 (USHL);;;;;;;;;;;;
2014;70;Ottawa Senators;Miles Gendron\gendrmi01;US;D;18;;RIVERS ACADEMY (High-MA);;;;;;;;;;;;
2014;71;New Jersey Devils;Connor Chatham\chathco01;US;RW;18;;PLYMOUTH (OHL);;;;;;;;;;;;
2014;72;San Jose Sharks;Alex Schoenborn\schoeal01;US;RW;18;;PORTLAND (WHL);;;;;;;;;;;;
2014;73;Montreal Canadiens;Brett Lernout\lernobr01;CA;D;18;2018;SWIFT CURRENT (WHL);21;0;1;1;-6;6;;;;;;
2014;74;Buffalo Sabres;Brycen Martin\martibr01;CA;D;18;;SWIFT CURRENT (WHL);;;;;;;;;;;;
2014;75;Dallas Stars;Alexander Peters\peteral01;CA;D;18;;PLYMOUTH (OHL);;;;;;;;;;;;
2014;76;Columbus Blue Jackets;Elvis Merzlikins\merzlel01;LV;G;20;;LUGANO (Swiss);;;;;;;;;;;;
2014;77;Columbus Blue Jackets;Blake Siebenaler\siebebl01;US;D;18;;NIAGARA (OHL);;;;;;;;;;;;
2014;78;New York Islanders;Ilya Sorokin\sorokil01;RU;G;19;;NOVOKUZNETSK (Russia);;;;;;;;;;;;
2014;79;Tampa Bay Lightning;Brayden Point\pointbr01;CA;C;18;2019;MOOSE JAW (WHL);158;55;59;114;26;44;;;;;;
2014;80;Minnesota Wild;Louis Belpedio\belpelo01;US;D;18;2018;USA U-18 (USHL);1;0;2;2;1;0;;;;;;
2014;81;San Jose Sharks;Dylan Sadowy\sadowdy01;CA;LW;18;;SAGINAW (OHL);;;;;;;;;;;;
2014;82;St. Louis Blues;Jake Walman\walmaja01;CA;D;18;;TORONTO JC (OJHL);;;;;;;;;;;;
2014;83;Chicago Blackhawks;Matheson Iacopelli\iacopma01;US;RW;20;;MUSKEGON (USHL);;;;;;;;;;;;
2014;84;Colorado Avalanche;Kyle Wood\woodky01;CA;D;18;;NORTH BAY (OHL);;;;;;;;;;;;
2014;85;New York Rangers;Keegan Iverson\iverske01;US;C/RW;18;;PORTLAND (WHL);;;;;;;;;;;;
2014;86;Philadelphia Flyers;Mark Friedman\friedma01;CA;D;18;;WATERLOO (USHL);;;;;;;;;;;;
2014;87;Arizona Coyotes;Anton Karlsson\karlsan02;SE;RW;18;;FROLUNDA JR. (Sweden-Jr.);;;;;;;;;;;;
2014;88;Chicago Blackhawks;Beau Starrett\starrbe01;US;C/LW;18;;SOUTH SHORE (USPHL);;;;;;;;;;;;
2014;89;Washington Capitals;Nathan Walker\walkena01;GB;LW;20;2019;Hershey (AHL);12;1;1;2;1;8;;;;;;
2014;90;Los Angeles Kings;Michael Amadio\amadimi01;CA;C;18;2019;NORTH BAY (OHL);46;5;4;9;-7;10;;;;;;
2014;91;Edmonton Oilers;William Lagesson\lageswi01;SE;D;18;;FROLUNDA JR. (Sweden-Jr.);;;;;;;;;;;;
2014;92;Florida Panthers;Joe Wegwerth\wegwejo01;US;RW;18;;USA U-18 (USHL);;;;;;;;;;;;
2014;93;Colorado Avalanche;Nicholas Magyar\magyani01;US;RW;18;;KITCHENER (OHL);;;;;;;;;;;;
2014;94;St. Louis Blues;Ville Husso\hussovi01;FI;G;19;;HIFK (Finland);;;;;;;;;;;;
2014;95;New York Islanders;Linus Soderstrom\soderli01;SE;G;18;;DJURGARDEN JR. (Sweden-Jr.);;;;;;;;;;;;
2014;96;Carolina Hurricanes;Josh Wesley\weslejo01;US;D;18;;PLYMOUTH (OHL);;;;;;;;;;;;
2014;97;Carolina Hurricanes;Lucas Wallmark\wallmlu01;SE;C;19;2019;LULEA (Sweden);28;2;2;4;-4;10;;;;;;
2014;98;Chicago Blackhawks;Frederik Olofsson\olofsfr01;SE;LW;18;;CHICAGO (USHL);;;;;;;;;;;;
2014;99;Winnipeg Jets;Chase De Leo\deleoch01;US;C;18;2016;PORTLAND (WHL);2;0;0;0;1;0;;;;;;
2014;100;Ottawa Senators;Shane Eiserman\eisersh01;US;C/LW;18;;DUBUQUE (USHL);;;;;;;;;;;;
2014;101;Winnipeg Jets;Nelson Nogier\nogiene01;CA;D;18;2017;SASKATOON (WHL);10;0;0;0;-1;5;;;;;;
2014;102;San Jose Sharks;Alexis Vanier\vanieal01;CA;D;18;;BAIE-COMEAU (QMJHL);;;;;;;;;;;;
2014;103;Toronto Maple Leafs;John Piccinich\piccijo01;US;RW;18;;YOUNGSTOWN (USHL);;;;;;;;;;;;
2014;104;New York Rangers;Ryan Mantha\manthry01;US;D;18;;INDIANA (USHL);;;;;;;;;;;;
2014;105;Dallas Stars;Michael Prapavessis\prapami01;CA;D;18;;TORONTO LAKESHORE (OJHL);;;;;;;;;;;;
2014;106;Detroit Red Wings;Christoffer Ehn\ehnch01;SE;C;18;2019;FROLUNDA JR. (Sweden-Jr.);9;0;1;1;2;4;;;;;;
2014;107;Columbus Blue Jackets;Julien Pelletier\pelleju01;CA;LW;18;;CAPE BRETON (QMJHL);;;;;;;;;;;;
2014;108;New York Islanders;Devon Toews\toewsde01;CA;D;20;;Quinnipiac (ECAC);;;;;;;;;;;;
2014;109;Minnesota Wild;Kaapo Kahkonen\kahkoka01;FI;G;18;;BLUES JR. (Finland-Jr.);;;;;;;;;;;;
2014;110;St. Louis Blues;Austin Poganski\poganau01;US;RW;18;;TRI-CITY (USHL);;;;;;;;;;;;
2014;111;Edmonton Oilers;Zachary Nagelvoort\nagelza01;US;G;20;;Michigan (Big Ten);;;;;;;;;;;;
2014;112;Nashville Predators;Viktor Arvidsson\arvidvi01;SE;LW;21;2019;SKELLEFTEA (Sweden);230;75;73;148;36;107;;;;;;
2014;113;Pittsburgh Penguins;Sam Lafferty\laffesa01;US;C/LW;19;;Deerfield (High-MA);;;;;;;;;;;;
2014;114;Colorado Avalanche;Alexis Pepin\pepinal01;CA;LW;18;;GATINEAU (QMJHL);;;;;;;;;;;;
2014;115;Dallas Stars;Brent Moran\moranbr02;CA;G;18;;NIAGARA (OHL);;;;;;;;;;;;
2014;116;Boston Bruins;Danton Heinen\heineda01;CA;C/LW;19;2019;SURREY (BCHL);93;16;34;50;10;24;;;;;;
2014;117;Arizona Coyotes;Michael Bunting\buntimi01;CA;LW;18;;SAULT STE. MARIE (OHL);;;;;;;;;;;;
2014;118;New York Rangers;Igor Shesterkin\shestig01;RU;G;18;;SPARTAK 2 (Russia-Jr.);;;;;;;;;;;;
